Question ID,Input,Output,Image Index,source,answer_type
2447,What was the percentage of respondents worried about losing their jobs as of July 2020?,51,two_col_5990,augmented,numeric
2448,How many violent anti-Semitic incidents were registered in the United States in 2020?,119,two_col_43467,augmented,numeric
2449,What was the ratio for females living in rural areas in India in 2011?,15.8,multi_col_20893,augmented,numeric
2450,How much was FC Barcelona's budget?,382.7,two_col_1449,augmented,numeric
2451,What was the budget limit for Real Madrid for the 2020/2021 season?,468.5,two_col_1449,augmented,numeric
2452,What percentage of the Costa Rican electorate did not vote?,34.34,two_col_43972,augmented,numeric
2453,What percentage of the total number of registered voters cast a vote in the 2018 primaries?,65.66,two_col_43972,augmented,numeric
2454,What was Luxembourg's house price index in June 2020?,148.88,two_col_81833,augmented,numeric
2455,How many people were affected by Hurricane Irene in 2011?,370000,two_col_23337,augmented,numeric
2456,How many average annual boating days did bass boats account for among boating participants in the U.S. in 2013?,10.2,two_col_5043,augmented,numeric
2457,"How many infant deaths per 1,000 live births were there in Nunavut in 2012?",21.4,two_col_40604,augmented,numeric
2458,How many people in Sub-Saharan Africa will not have access to electricity by 2030?,602,multi_col_20788,augmented,numeric
2459,How many people in Sub-Saharan Africa had no access to electricity in 2016?,586,multi_col_20788,augmented,numeric
2460,How many deaths were due to winter storms and cold wages in the United States in 2019?,73,two_col_3250,augmented,numeric
2461,What was the value of Russian imports of goods from Iran in 2019?,391.36,multi_col_40645,augmented,numeric
2462,What was the value of Russian merchandise exports to Iran in 2019?,1197.54,multi_col_40645,augmented,numeric
2463,What was the population of the Italian province of Rome as of January 2021?,4227588,two_col_81510,augmented,numeric
2464,Which country is one of the largest per capita consumers in the world?,Australia,two_col_3898,augmented,other_text
2465,What was digital video game sales in the UK in 2020?,3768.5,multi_col_40964,augmented,numeric
2466,How much cocaine was seized in Italy in 2019?,8269.54,two_col_104423,augmented,numeric
2467,How much revenue did the Supercuts brand generate in the fiscal year of 2020?,54.12,multi_col_80874,augmented,numeric
2468,What was the average ticket price in the 2005/06 season?,38.48,two_col_24590,augmented,numeric
2469,What brand of fireplace did 28 percent of respondents use the most?,Heatilator,two_col_82920,augmented,other_text
2470,What is the leading cause of death among adolescents aged 10 to 14 years?,Lower respiratory infections,two_col_102304,augmented,other_text
2471,How many times did Shazam identify the song Wake Me Up by Avicii?,23.77,two_col_1023,augmented,numeric
2472,Which country offered the fastest mobile internet speed among other countries in the CEE region?,Bulgaria,two_col_100646,augmented,other_text
2473,What is the most popular youtube comedy channel in France?,Cyprien,two_col_21581,augmented,other_text
2474,How many natural disasters did the United States suffer in 2019?,20,two_col_1452,augmented,numeric
2475,What was the increase in sales of over-the-counter drugs in Colombia in February 2020?,82,two_col_102921,augmented,numeric
2476,What was the increase in sales of over-the-counter drugs in Colombia in February 2020?,82,two_col_102921,augmented,numeric
2477,How much did the sales of supplements and vitamins increase in Colombia?,82,two_col_102921,augmented,numeric
2478,How many dollars did Zelle move across its payment network between 2016 and 2019?,187,two_col_61788,augmented,numeric
2479,What was the value of US government securities held by commercial banks in 2010?,1546.1,two_col_102945,augmented,numeric
2480,What is the number of overseas visits to the UK expected to rise to in 2021?,11.3,two_col_2176,augmented,numeric
2481,What was the peak number of overseas visits to the UK in 2019?,40.86,two_col_2176,augmented,numeric
2482,What is the estimated number of tourist visits to the UK from overseas in 2020?,10.2,two_col_2176,augmented,numeric
2483,Which country was ranked second with a 14.6 percent share of Twitter audience?,Japan,two_col_21526,augmented,other_text
2484,"As of 2020, how many members are predicted to be in the German population?",15.3,multi_col_100679,augmented,numeric
2485,How many people aged 20 to 60 are predicted to be in Germany by 2020?,43.9,multi_col_100679,augmented,numeric
2486,What was the total amount of combined manufacturing and merchant wholesale e-commerce revenue in the United States in 2018?,6652.94,two_col_5109,augmented,numeric
2487,What was the value of the global human centric lighting market in 2017?,445.9,two_col_63050,augmented,numeric
2488,How many ships were chartered by Yang Ming?,42,two_col_62075,augmented,numeric
2489,How many ships in Yang Ming's fleet were owned by the company?,46,two_col_62075,augmented,numeric
2490,How much money did the Chicago Blackhawks have in player expenses in the 2019/20 season?,71,two_col_103888,augmented,numeric
2491,How much tariff did the EU impose on the importation of U.S. processed foods in 2013?,6.4,multi_col_702,augmented,numeric
2492,"How much did the sales of toys, games and hobby supplies amount to in Canada in the third quarter of 2020?",596.67,two_col_40221,augmented,numeric
2493,What was the share of domestic travel spending to total tourism revenue in India in 2019?,82.5,multi_col_60066,augmented,numeric
2494,What was Saputo Inc.'s revenue in Canadian dollars in 2020?,14.94,two_col_4345,augmented,numeric
2495,What was Saputo Inc.'s revenue in 2013?,7.3,two_col_4345,augmented,numeric
2496,What was the value of non-metals in Canada in 2019?,14.6,multi_col_101260,augmented,numeric
2497,What was the value of metals production in Canada in 2019?,27.7,multi_col_101260,augmented,numeric
2498,What is the projected contribution of the travel and tourism industry to GDP in Germany in 2018?,348.1,two_col_5862,augmented,numeric
2499,How much was spent on quiches and flans in the 52 week period ending 29th December 2019?,188.09,two_col_103115,augmented,numeric
2500,What is the most common first name for a U.S. president?,James,multi_col_20057,augmented,other_text
2501,What is the second most common first name for a U.S. president?,John,multi_col_20057,augmented,other_text
2502,What was the literacy rate of men in Pakistan in 2017?,71.12,multi_col_111,augmented,numeric
2503,What was Pakistan's total literacy rate in 2017?,59.13,multi_col_111,augmented,numeric
2504,How much money did the telecommunications industry receive through merger and acquisition between 2005 and 2015?,12.6,two_col_60312,augmented,numeric
2505,What was the total revenue from kit sponsorships in the 2019/20 season?,274.2,two_col_62497,augmented,numeric
2506,What percentage of the GDP was the national debt of Angola in 2019?,107.11,two_col_23131,augmented,numeric
2507,What was the GDP in Italy in dollars in 2020?,1884.94,two_col_2226,augmented,numeric
2508,What percentage of respondents in England indicated that the 17th June was 'about the right time' for the Premier League to return?,29,multi_col_81011,augmented,numeric
2509,How much did Indonesia's population increase in 2020?,1.07,two_col_21895,augmented,numeric
2510,Which country has the highest rate of coronavirus deaths in Europe?,Czechia,two_col_201,augmented,other_text
2511,What was the average acquisition cost for iOS?,86.72,multi_col_183,augmented,numeric
2512,How much did an in-app purchase cost for Android?,77.45,multi_col_183,augmented,numeric
2513,What was Belgium's GDP in 2019?,473,two_col_20236,augmented,numeric
2514,What was the GDP of the Netherlands in 2019?,810,two_col_20236,augmented,numeric
2515,"How many Zumiez stores were there in Canada as of January 30, 2021?",52,two_col_23001,augmented,numeric
2516,What percentage of respondents in Ecuador said they had been asked or had to pay a bribe in different interactions with public and private authorities?,26.6,two_col_82606,augmented,numeric
2517,How many amphetamine-related deaths were there in England and Wales in 2019?,99,two_col_4759,augmented,numeric
2518,What was the number of deaths as a result of amphetamine use in 2014?,85,two_col_4759,augmented,numeric
2519,What percentage of imports did the United States account for in 2019?,54,two_col_41536,augmented,numeric
2520,What was the total revenue generated by BT in the fourth quarter of 2020/21?,5286,two_col_61994,augmented,numeric
2521,What was the average ticket price for Detroit Pistons games in 2006/07?,46.23,two_col_21297,augmented,numeric
2522,What was the net profit of Moschino S.p.A. in 2017?,0.7,two_col_40530,augmented,numeric
2523,How much did non-residential catering contribute to national gross value added in 2018?,36.9,two_col_103274,augmented,numeric
2524,How many people were waiting for a kidney in Germany in 2019?,10325,multi_col_21018,augmented,numeric
2525,How much was Duke Energy's operating revenue in the fiscal year 2020?,21720,multi_col_100673,augmented,numeric
2526,What is the largest island country in the Caribbean sea?,Cuba,two_col_2211,augmented,other_text
2527,What was the value of U.S. product shipments of vinegar and cider in 2016?,682.5,two_col_104877,augmented,numeric
2528,What percentage of Canadians use Facebook?,59,two_col_21432,augmented,numeric
2529,What was Sony's market share in June 2021?,21.8,multi_col_40815,augmented,numeric
2530,Which country was Vietnam's most important import partner in 2019?,China,two_col_41347,augmented,other_text
2531,What was Madagascar's gross domestic product in dollars in 2018?,13.84,two_col_41872,augmented,numeric
2532,How many people were on probation in Italy in November 2018?,16555,two_col_103333,augmented,numeric
2533,Who has the most RBI in New York Yankees franchise history?,Carlos Delgado,two_col_60837,augmented,other_text
2534,What was Mapei's EBITDA in 2013?,191.7,two_col_104114,augmented,numeric
2535,What was Mapei's EBITDA in 2019?,250.9,two_col_104114,augmented,numeric
2536,What was Mapei's EBITDA in 2016?,267.9,two_col_104114,augmented,numeric
